Namespace(data_dir='./data/', output_dir='output/', data_name='Sports_and_Outdoors', do_eval=False, ckp=0, hidden_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='SASRec', backbone2='Mamba4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=0.3, dws_beta=1.0, kd_temperature=10.0, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BCE', N=100, cuda_condition=True, data_file='./data/Sports_and_Outdoors', item_size=18359, log_file='output/DWS-SASRec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l0.3-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-SASRec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l0.3-dwsb1.0-t0.0-1761794807.2601345.pt')
{'epoch': 0, 'avg_loss': '6.5739', 'avg_bpr_loss': '6.5148', 'avg_kd_loss': '0.0591'}
{'Epoch': 0, 'HIT@5': '0.0049', 'NDCG@5': '0.0028', 'HIT@10': '0.0067', 'NDCG@10': '0.0034', 'HIT@20': '0.0117', 'NDCG@20': '0.0046'}
{'Epoch': 0, 'HIT@5': '0.0045', 'NDCG@5': '0.0029', 'HIT@10': '0.0083', 'NDCG@10': '0.0041', 'HIT@20': '0.0124', 'NDCG@20': '0.0051'}
{'Epoch': 0, 'HIT@5': '0.0045', 'NDCG@5': '0.0027', 'HIT@10': '0.0080', 'NDCG@10': '0.0039', 'HIT@20': '0.0119', 'NDCG@20': '0.0048'}
Model 1 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0049', 'NDCG@5': '0.0028', 'HIT@10': '0.0067', 'NDCG@10': '0.0034', 'HIT@20': '0.0117', 'NDCG@20': '0.0046'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0045', 'NDCG@5': '0.0029', 'HIT@10': '0.0083', 'NDCG@10': '0.0041', 'HIT@20': '0.0124', 'NDCG@20': '0.0051'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0045', 'NDCG@5': '0.0027', 'HIT@10': '0.0080', 'NDCG@10': '0.0039', 'HIT@20': '0.0119', 'NDCG@20': '0.0048'}
{'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0024', 'HIT@10': '0.0067', 'NDCG@10': '0.0033', 'HIT@20': '0.0112', 'NDCG@20': '0.0044'}
{'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0028', 'HIT@10': '0.0065', 'NDCG@10': '0.0037', 'HIT@20': '0.0115', 'NDCG@20': '0.0049'}
{'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0024', 'HIT@10': '0.0065', 'NDCG@10': '0.0032', 'HIT@20': '0.0115', 'NDCG@20': '0.0044'}
Model 1 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0024', 'HIT@10': '0.0067', 'NDCG@10': '0.0033', 'HIT@20': '0.0112', 'NDCG@20': '0.0044'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0028', 'HIT@10': '0.0065', 'NDCG@10': '0.0037', 'HIT@20': '0.0115', 'NDCG@20': '0.0049'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0024', 'HIT@10': '0.0065', 'NDCG@10': '0.0032', 'HIT@20': '0.0115', 'NDCG@20': '0.0044'}
{'epoch': 1, 'avg_loss': '6.4615', 'avg_bpr_loss': '6.4552', 'avg_kd_loss': '0.0063'}
{'Epoch': 1, 'HIT@5': '0.0044', 'NDCG@5': '0.0022', 'HIT@10': '0.0087', 'NDCG@10': '0.0037', 'HIT@20': '0.0147', 'NDCG@20': '0.0052'}
{'Epoch': 1, 'HIT@5': '0.0091', 'NDCG@5': '0.0061', 'HIT@10': '0.0112', 'NDCG@10': '0.0068', 'HIT@20': '0.0160', 'NDCG@20': '0.0080'}
{'Epoch': 1, 'HIT@5': '0.0070', 'NDCG@5': '0.0047', 'HIT@10': '0.0124', 'NDCG@10': '0.0064', 'HIT@20': '0.0171', 'NDCG@20': '0.0076'}
Model 1 (SASRec) Results: {'Epoch': 1, 'HIT@5': '0.0044', 'NDCG@5': '0.0022', 'HIT@10': '0.0087', 'NDCG@10': '0.0037', 'HIT@20': '0.0147', 'NDCG@20': '0.0052'}
Model 2 (Mamba4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0091', 'NDCG@5': '0.0061', 'HIT@10': '0.0112', 'NDCG@10': '0.0068', 'HIT@20': '0.0160', 'NDCG@20': '0.0080'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0070', 'NDCG@5': '0.0047', 'HIT@10': '0.0124', 'NDCG@10': '0.0064', 'HIT@20': '0.0171', 'NDCG@20': '0.0076'}
{'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0028', 'HIT@10': '0.0076', 'NDCG@10': '0.0037', 'HIT@20': '0.0129', 'NDCG@20': '0.0051'}
{'Epoch': 1, 'HIT@5': '0.0053', 'NDCG@5': '0.0039', 'HIT@10': '0.0084', 'NDCG@10': '0.0049', 'HIT@20': '0.0132', 'NDCG@20': '0.0061'}
{'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0029', 'HIT@10': '0.0096', 'NDCG@10': '0.0043', 'HIT@20': '0.0140', 'NDCG@20': '0.0054'}
Model 1 (SASRec) Results: {'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0028', 'HIT@10': '0.0076', 'NDCG@10': '0.0037', 'HIT@20': '0.0129', 'NDCG@20': '0.0051'}
Model 2 (Mamba4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0053', 'NDCG@5': '0.0039', 'HIT@10': '0.0084', 'NDCG@10': '0.0049', 'HIT@20': '0.0132', 'NDCG@20': '0.0061'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0029', 'HIT@10': '0.0096', 'NDCG@10': '0.0043', 'HIT@20': '0.0140', 'NDCG@20': '0.0054'}
{'epoch': 2, 'avg_loss': '6.3999', 'avg_bpr_loss': '6.3962', 'avg_kd_loss': '0.0037'}
{'Epoch': 2, 'HIT@5': '0.0103', 'NDCG@5': '0.0066', 'HIT@10': '0.0140', 'NDCG@10': '0.0078', 'HIT@20': '0.0201', 'NDCG@20': '0.0093'}
{'Epoch': 2, 'HIT@5': '0.0140', 'NDCG@5': '0.0105', 'HIT@10': '0.0178', 'NDCG@10': '0.0117', 'HIT@20': '0.0225', 'NDCG@20': '0.0128'}
{'Epoch': 2, 'HIT@5': '0.0138', 'NDCG@5': '0.0095', 'HIT@10': '0.0192', 'NDCG@10': '0.0113', 'HIT@20': '0.0285', 'NDCG@20': '0.0137'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0103', 'NDCG@5': '0.0066', 'HIT@10': '0.0140', 'NDCG@10': '0.0078', 'HIT@20': '0.0201', 'NDCG@20': '0.0093'}
Model 2 (Mamba4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0140', 'NDCG@5': '0.0105', 'HIT@10': '0.0178', 'NDCG@10': '0.0117', 'HIT@20': '0.0225', 'NDCG@20': '0.0128'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0138', 'NDCG@5': '0.0095', 'HIT@10': '0.0192', 'NDCG@10': '0.0113', 'HIT@20': '0.0285', 'NDCG@20': '0.0137'}
{'Epoch': 2, 'HIT@5': '0.0076', 'NDCG@5': '0.0043', 'HIT@10': '0.0112', 'NDCG@10': '0.0055', 'HIT@20': '0.0219', 'NDCG@20': '0.0082'}
{'Epoch': 2, 'HIT@5': '0.0140', 'NDCG@5': '0.0099', 'HIT@10': '0.0202', 'NDCG@10': '0.0119', 'HIT@20': '0.0275', 'NDCG@20': '0.0137'}
{'Epoch': 2, 'HIT@5': '0.0129', 'NDCG@5': '0.0088', 'HIT@10': '0.0188', 'NDCG@10': '0.0107', 'HIT@20': '0.0287', 'NDCG@20': '0.0132'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0076', 'NDCG@5': '0.0043', 'HIT@10': '0.0112', 'NDCG@10': '0.0055', 'HIT@20': '0.0219', 'NDCG@20': '0.0082'}
Model 2 (Mamba4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0140', 'NDCG@5': '0.0099', 'HIT@10': '0.0202', 'NDCG@10': '0.0119', 'HIT@20': '0.0275', 'NDCG@20': '0.0137'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0129', 'NDCG@5': '0.0088', 'HIT@10': '0.0188', 'NDCG@10': '0.0107', 'HIT@20': '0.0287', 'NDCG@20': '0.0132'}
{'epoch': 3, 'avg_loss': '6.3583', 'avg_bpr_loss': '6.3487', 'avg_kd_loss': '0.0097'}
{'Epoch': 3, 'HIT@5': '0.0171', 'NDCG@5': '0.0118', 'HIT@10': '0.0233', 'NDCG@10': '0.0138', 'HIT@20': '0.0337', 'NDCG@20': '0.0164'}
