Namespace(data_dir='./data/', output_dir='output/', data_name='LastFM', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='SASRec', backbone2='GRU4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=2.5, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BCE', N=100, cuda_condition=True, data_file='./data/LastFM', item_size=3648, log_file='output/DWS-SASRec-GRU4Rec-LastFM-a1.0-b1.0-l2.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-SASRec-GRU4Rec-LastFM-a1.0-b1.0-l2.5-dwsb1.0-t0.0-1764059093.3096945.pt')
{'epoch': 0, 'avg_loss': '12.4112', 'avg_bpr_loss': '12.3716', 'avg_kd_loss': '0.0396'}
{'Epoch': 0, 'HIT@5': '0.0099', 'NDCG@5': '0.0058', 'HIT@10': '0.0185', 'NDCG@10': '0.0085', 'HIT@20': '0.0379', 'NDCG@20': '0.0133'}
{'Epoch': 0, 'HIT@5': '0.0079', 'NDCG@5': '0.0053', 'HIT@10': '0.0187', 'NDCG@10': '0.0088', 'HIT@20': '0.0348', 'NDCG@20': '0.0128'}
{'Epoch': 0, 'HIT@5': '0.0088', 'NDCG@5': '0.0051', 'HIT@10': '0.0201', 'NDCG@10': '0.0088', 'HIT@20': '0.0375', 'NDCG@20': '0.0131'}
Model 1 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0099', 'NDCG@5': '0.0058', 'HIT@10': '0.0185', 'NDCG@10': '0.0085', 'HIT@20': '0.0379', 'NDCG@20': '0.0133'}
Model 2 (GRU4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0079', 'NDCG@5': '0.0053', 'HIT@10': '0.0187', 'NDCG@10': '0.0088', 'HIT@20': '0.0348', 'NDCG@20': '0.0128'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0088', 'NDCG@5': '0.0051', 'HIT@10': '0.0201', 'NDCG@10': '0.0088', 'HIT@20': '0.0375', 'NDCG@20': '0.0131'}
{'Epoch': 0, 'HIT@5': '0.0088', 'NDCG@5': '0.0053', 'HIT@10': '0.0180', 'NDCG@10': '0.0082', 'HIT@20': '0.0334', 'NDCG@20': '0.0121'}
{'Epoch': 0, 'HIT@5': '0.0067', 'NDCG@5': '0.0043', 'HIT@10': '0.0168', 'NDCG@10': '0.0075', 'HIT@20': '0.0299', 'NDCG@20': '0.0108'}
{'Epoch': 0, 'HIT@5': '0.0090', 'NDCG@5': '0.0050', 'HIT@10': '0.0166', 'NDCG@10': '0.0075', 'HIT@20': '0.0313', 'NDCG@20': '0.0112'}
Model 1 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0088', 'NDCG@5': '0.0053', 'HIT@10': '0.0180', 'NDCG@10': '0.0082', 'HIT@20': '0.0334', 'NDCG@20': '0.0121'}
Model 2 (GRU4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0067', 'NDCG@5': '0.0043', 'HIT@10': '0.0168', 'NDCG@10': '0.0075', 'HIT@20': '0.0299', 'NDCG@20': '0.0108'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0090', 'NDCG@5': '0.0050', 'HIT@10': '0.0166', 'NDCG@10': '0.0075', 'HIT@20': '0.0313', 'NDCG@20': '0.0112'}
{'epoch': 1, 'avg_loss': '12.4844', 'avg_bpr_loss': '12.4656', 'avg_kd_loss': '0.0188'}
{'Epoch': 1, 'HIT@5': '0.0131', 'NDCG@5': '0.0086', 'HIT@10': '0.0201', 'NDCG@10': '0.0109', 'HIT@20': '0.0318', 'NDCG@20': '0.0138'}
{'Epoch': 1, 'HIT@5': '0.0120', 'NDCG@5': '0.0083', 'HIT@10': '0.0203', 'NDCG@10': '0.0110', 'HIT@20': '0.0341', 'NDCG@20': '0.0145'}
{'Epoch': 1, 'HIT@5': '0.0106', 'NDCG@5': '0.0074', 'HIT@10': '0.0199', 'NDCG@10': '0.0103', 'HIT@20': '0.0370', 'NDCG@20': '0.0146'}
Model 1 (SASRec) Results: {'Epoch': 1, 'HIT@5': '0.0131', 'NDCG@5': '0.0086', 'HIT@10': '0.0201', 'NDCG@10': '0.0109', 'HIT@20': '0.0318', 'NDCG@20': '0.0138'}
Model 2 (GRU4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0120', 'NDCG@5': '0.0083', 'HIT@10': '0.0203', 'NDCG@10': '0.0110', 'HIT@20': '0.0341', 'NDCG@20': '0.0145'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0106', 'NDCG@5': '0.0074', 'HIT@10': '0.0199', 'NDCG@10': '0.0103', 'HIT@20': '0.0370', 'NDCG@20': '0.0146'}
{'Epoch': 1, 'HIT@5': '0.0088', 'NDCG@5': '0.0057', 'HIT@10': '0.0149', 'NDCG@10': '0.0076', 'HIT@20': '0.0279', 'NDCG@20': '0.0109'}
{'Epoch': 1, 'HIT@5': '0.0099', 'NDCG@5': '0.0062', 'HIT@10': '0.0166', 'NDCG@10': '0.0085', 'HIT@20': '0.0282', 'NDCG@20': '0.0114'}
{'Epoch': 1, 'HIT@5': '0.0083', 'NDCG@5': '0.0056', 'HIT@10': '0.0159', 'NDCG@10': '0.0080', 'HIT@20': '0.0306', 'NDCG@20': '0.0117'}
Model 1 (SASRec) Results: {'Epoch': 1, 'HIT@5': '0.0088', 'NDCG@5': '0.0057', 'HIT@10': '0.0149', 'NDCG@10': '0.0076', 'HIT@20': '0.0279', 'NDCG@20': '0.0109'}
Model 2 (GRU4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0099', 'NDCG@5': '0.0062', 'HIT@10': '0.0166', 'NDCG@10': '0.0085', 'HIT@20': '0.0282', 'NDCG@20': '0.0114'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0083', 'NDCG@5': '0.0056', 'HIT@10': '0.0159', 'NDCG@10': '0.0080', 'HIT@20': '0.0306', 'NDCG@20': '0.0117'}
{'epoch': 2, 'avg_loss': '12.5624', 'avg_bpr_loss': '12.5525', 'avg_kd_loss': '0.0099'}
{'Epoch': 2, 'HIT@5': '0.0063', 'NDCG@5': '0.0036', 'HIT@10': '0.0124', 'NDCG@10': '0.0056', 'HIT@20': '0.0228', 'NDCG@20': '0.0081'}
{'Epoch': 2, 'HIT@5': '0.0095', 'NDCG@5': '0.0051', 'HIT@10': '0.0187', 'NDCG@10': '0.0081', 'HIT@20': '0.0339', 'NDCG@20': '0.0119'}
{'Epoch': 2, 'HIT@5': '0.0070', 'NDCG@5': '0.0042', 'HIT@10': '0.0126', 'NDCG@10': '0.0060', 'HIT@20': '0.0242', 'NDCG@20': '0.0089'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0063', 'NDCG@5': '0.0036', 'HIT@10': '0.0124', 'NDCG@10': '0.0056', 'HIT@20': '0.0228', 'NDCG@20': '0.0081'}
Model 2 (GRU4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0095', 'NDCG@5': '0.0051', 'HIT@10': '0.0187', 'NDCG@10': '0.0081', 'HIT@20': '0.0339', 'NDCG@20': '0.0119'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0070', 'NDCG@5': '0.0042', 'HIT@10': '0.0126', 'NDCG@10': '0.0060', 'HIT@20': '0.0242', 'NDCG@20': '0.0089'}
