Namespace(data_dir='./data/', output_dir='output/', data_name='Sports_and_Outdoors', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='GRU4Rec', backbone2='Mamba4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=2.5, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BPR', N=100, cuda_condition=True, data_file='./data/Sports_and_Outdoors', item_size=18359, log_file='output/DWS-GRU4Rec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l2.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-GRU4Rec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l2.5-dwsb1.0-t0.0-1762853126.8110728.pt')
{'epoch': 0, 'avg_loss': '6.3821', 'avg_bpr_loss': '6.3045', 'avg_kd_loss': '0.0776'}
{'Epoch': 0, 'HIT@5': '0.0007', 'NDCG@5': '0.0005', 'HIT@10': '0.0014', 'NDCG@10': '0.0007', 'HIT@20': '0.0022', 'NDCG@20': '0.0009'}
{'Epoch': 0, 'HIT@5': '0.0062', 'NDCG@5': '0.0040', 'HIT@10': '0.0101', 'NDCG@10': '0.0052', 'HIT@20': '0.0133', 'NDCG@20': '0.0060'}
{'Epoch': 0, 'HIT@5': '0.0044', 'NDCG@5': '0.0024', 'HIT@10': '0.0074', 'NDCG@10': '0.0034', 'HIT@20': '0.0115', 'NDCG@20': '0.0044'}
Model 1 (GRU4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0007', 'NDCG@5': '0.0005', 'HIT@10': '0.0014', 'NDCG@10': '0.0007', 'HIT@20': '0.0022', 'NDCG@20': '0.0009'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0062', 'NDCG@5': '0.0040', 'HIT@10': '0.0101', 'NDCG@10': '0.0052', 'HIT@20': '0.0133', 'NDCG@20': '0.0060'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0044', 'NDCG@5': '0.0024', 'HIT@10': '0.0074', 'NDCG@10': '0.0034', 'HIT@20': '0.0115', 'NDCG@20': '0.0044'}
{'Epoch': 0, 'HIT@5': '0.0022', 'NDCG@5': '0.0022', 'HIT@10': '0.0028', 'NDCG@10': '0.0024', 'HIT@20': '0.0048', 'NDCG@20': '0.0029'}
{'Epoch': 0, 'HIT@5': '0.0065', 'NDCG@5': '0.0040', 'HIT@10': '0.0096', 'NDCG@10': '0.0050', 'HIT@20': '0.0143', 'NDCG@20': '0.0062'}
{'Epoch': 0, 'HIT@5': '0.0059', 'NDCG@5': '0.0042', 'HIT@10': '0.0073', 'NDCG@10': '0.0046', 'HIT@20': '0.0110', 'NDCG@20': '0.0056'}
Model 1 (GRU4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0022', 'NDCG@5': '0.0022', 'HIT@10': '0.0028', 'NDCG@10': '0.0024', 'HIT@20': '0.0048', 'NDCG@20': '0.0029'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0065', 'NDCG@5': '0.0040', 'HIT@10': '0.0096', 'NDCG@10': '0.0050', 'HIT@20': '0.0143', 'NDCG@20': '0.0062'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0059', 'NDCG@5': '0.0042', 'HIT@10': '0.0073', 'NDCG@10': '0.0046', 'HIT@20': '0.0110', 'NDCG@20': '0.0056'}
{'epoch': 1, 'avg_loss': '6.3339', 'avg_bpr_loss': '6.3267', 'avg_kd_loss': '0.0072'}
{'Epoch': 1, 'HIT@5': '0.0048', 'NDCG@5': '0.0032', 'HIT@10': '0.0094', 'NDCG@10': '0.0047', 'HIT@20': '0.0153', 'NDCG@20': '0.0062'}
{'Epoch': 1, 'HIT@5': '0.0032', 'NDCG@5': '0.0021', 'HIT@10': '0.0076', 'NDCG@10': '0.0035', 'HIT@20': '0.0132', 'NDCG@20': '0.0049'}
{'Epoch': 1, 'HIT@5': '0.0044', 'NDCG@5': '0.0028', 'HIT@10': '0.0105', 'NDCG@10': '0.0047', 'HIT@20': '0.0152', 'NDCG@20': '0.0059'}
Model 1 (GRU4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0048', 'NDCG@5': '0.0032', 'HIT@10': '0.0094', 'NDCG@10': '0.0047', 'HIT@20': '0.0153', 'NDCG@20': '0.0062'}
Model 2 (Mamba4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0032', 'NDCG@5': '0.0021', 'HIT@10': '0.0076', 'NDCG@10': '0.0035', 'HIT@20': '0.0132', 'NDCG@20': '0.0049'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0044', 'NDCG@5': '0.0028', 'HIT@10': '0.0105', 'NDCG@10': '0.0047', 'HIT@20': '0.0152', 'NDCG@20': '0.0059'}
{'Epoch': 1, 'HIT@5': '0.0037', 'NDCG@5': '0.0025', 'HIT@10': '0.0104', 'NDCG@10': '0.0046', 'HIT@20': '0.0171', 'NDCG@20': '0.0063'}
{'Epoch': 1, 'HIT@5': '0.0042', 'NDCG@5': '0.0028', 'HIT@10': '0.0079', 'NDCG@10': '0.0040', 'HIT@20': '0.0110', 'NDCG@20': '0.0047'}
{'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0031', 'HIT@10': '0.0093', 'NDCG@10': '0.0045', 'HIT@20': '0.0157', 'NDCG@20': '0.0062'}
