Namespace(data_dir='./data/', output_dir='output/', data_name='Toys_and_Games', do_eval=False, ckp=0, hidden_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='SASRec', backbone2='Mamba4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=1.5, dws_beta=1.0, kd_temperature=10.0, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BCE', N=100, cuda_condition=True, data_file='./data/Toys_and_Games', item_size=11926, log_file='output/DWS-SASRec-Mamba4Rec-Toys_and_Games-a1.0-b1.0-l1.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-SASRec-Mamba4Rec-Toys_and_Games-a1.0-b1.0-l1.5-dwsb1.0-t0.0-1761753323.3405797.pt')
{'epoch': 0, 'avg_loss': '9.8999', 'avg_bpr_loss': '9.7788', 'avg_kd_loss': '0.1211'}
{'Epoch': 0, 'HIT@5': '0.0018', 'NDCG@5': '0.0009', 'HIT@10': '0.0023', 'NDCG@10': '0.0011', 'HIT@20': '0.0039', 'NDCG@20': '0.0015'}
{'Epoch': 0, 'HIT@5': '0.0015', 'NDCG@5': '0.0008', 'HIT@10': '0.0031', 'NDCG@10': '0.0013', 'HIT@20': '0.0059', 'NDCG@20': '0.0020'}
{'Epoch': 0, 'HIT@5': '0.0008', 'NDCG@5': '0.0005', 'HIT@10': '0.0033', 'NDCG@10': '0.0014', 'HIT@20': '0.0046', 'NDCG@20': '0.0017'}
Model 1 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0018', 'NDCG@5': '0.0009', 'HIT@10': '0.0023', 'NDCG@10': '0.0011', 'HIT@20': '0.0039', 'NDCG@20': '0.0015'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0015', 'NDCG@5': '0.0008', 'HIT@10': '0.0031', 'NDCG@10': '0.0013', 'HIT@20': '0.0059', 'NDCG@20': '0.0020'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0008', 'NDCG@5': '0.0005', 'HIT@10': '0.0033', 'NDCG@10': '0.0014', 'HIT@20': '0.0046', 'NDCG@20': '0.0017'}
{'Epoch': 0, 'HIT@5': '0.0005', 'NDCG@5': '0.0002', 'HIT@10': '0.0005', 'NDCG@10': '0.0002', 'HIT@20': '0.0026', 'NDCG@20': '0.0007'}
{'Epoch': 0, 'HIT@5': '0.0010', 'NDCG@5': '0.0004', 'HIT@10': '0.0021', 'NDCG@10': '0.0008', 'HIT@20': '0.0046', 'NDCG@20': '0.0014'}
{'Epoch': 0, 'HIT@5': '0.0010', 'NDCG@5': '0.0005', 'HIT@10': '0.0021', 'NDCG@10': '0.0009', 'HIT@20': '0.0041', 'NDCG@20': '0.0014'}
Model 1 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0005', 'NDCG@5': '0.0002', 'HIT@10': '0.0005', 'NDCG@10': '0.0002', 'HIT@20': '0.0026', 'NDCG@20': '0.0007'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0010', 'NDCG@5': '0.0004', 'HIT@10': '0.0021', 'NDCG@10': '0.0008', 'HIT@20': '0.0046', 'NDCG@20': '0.0014'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0010', 'NDCG@5': '0.0005', 'HIT@10': '0.0021', 'NDCG@10': '0.0009', 'HIT@20': '0.0041', 'NDCG@20': '0.0014'}
{'epoch': 1, 'avg_loss': '9.9950', 'avg_bpr_loss': '9.9714', 'avg_kd_loss': '0.0236'}
{'Epoch': 1, 'HIT@5': '0.0036', 'NDCG@5': '0.0021', 'HIT@10': '0.0062', 'NDCG@10': '0.0029', 'HIT@20': '0.0124', 'NDCG@20': '0.0044'}
{'Epoch': 1, 'HIT@5': '0.0149', 'NDCG@5': '0.0113', 'HIT@10': '0.0196', 'NDCG@10': '0.0128', 'HIT@20': '0.0252', 'NDCG@20': '0.0143'}
{'Epoch': 1, 'HIT@5': '0.0124', 'NDCG@5': '0.0099', 'HIT@10': '0.0162', 'NDCG@10': '0.0111', 'HIT@20': '0.0229', 'NDCG@20': '0.0128'}
Model 1 (SASRec) Results: {'Epoch': 1, 'HIT@5': '0.0036', 'NDCG@5': '0.0021', 'HIT@10': '0.0062', 'NDCG@10': '0.0029', 'HIT@20': '0.0124', 'NDCG@20': '0.0044'}
Model 2 (Mamba4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0149', 'NDCG@5': '0.0113', 'HIT@10': '0.0196', 'NDCG@10': '0.0128', 'HIT@20': '0.0252', 'NDCG@20': '0.0143'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0124', 'NDCG@5': '0.0099', 'HIT@10': '0.0162', 'NDCG@10': '0.0111', 'HIT@20': '0.0229', 'NDCG@20': '0.0128'}
{'Epoch': 1, 'HIT@5': '0.0036', 'NDCG@5': '0.0023', 'HIT@10': '0.0072', 'NDCG@10': '0.0035', 'HIT@20': '0.0124', 'NDCG@20': '0.0047'}
{'Epoch': 1, 'HIT@5': '0.0139', 'NDCG@5': '0.0105', 'HIT@10': '0.0201', 'NDCG@10': '0.0125', 'HIT@20': '0.0232', 'NDCG@20': '0.0133'}
{'Epoch': 1, 'HIT@5': '0.0118', 'NDCG@5': '0.0087', 'HIT@10': '0.0160', 'NDCG@10': '0.0100', 'HIT@20': '0.0206', 'NDCG@20': '0.0112'}
Model 1 (SASRec) Results: {'Epoch': 1, 'HIT@5': '0.0036', 'NDCG@5': '0.0023', 'HIT@10': '0.0072', 'NDCG@10': '0.0035', 'HIT@20': '0.0124', 'NDCG@20': '0.0047'}
Model 2 (Mamba4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0139', 'NDCG@5': '0.0105', 'HIT@10': '0.0201', 'NDCG@10': '0.0125', 'HIT@20': '0.0232', 'NDCG@20': '0.0133'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0118', 'NDCG@5': '0.0087', 'HIT@10': '0.0160', 'NDCG@10': '0.0100', 'HIT@20': '0.0206', 'NDCG@20': '0.0112'}
{'epoch': 2, 'avg_loss': '9.8258', 'avg_bpr_loss': '9.8131', 'avg_kd_loss': '0.0127'}
{'Epoch': 2, 'HIT@5': '0.0098', 'NDCG@5': '0.0077', 'HIT@10': '0.0144', 'NDCG@10': '0.0092', 'HIT@20': '0.0198', 'NDCG@20': '0.0105'}
{'Epoch': 2, 'HIT@5': '0.0309', 'NDCG@5': '0.0231', 'HIT@10': '0.0430', 'NDCG@10': '0.0269', 'HIT@20': '0.0574', 'NDCG@20': '0.0306'}
{'Epoch': 2, 'HIT@5': '0.0314', 'NDCG@5': '0.0229', 'HIT@10': '0.0397', 'NDCG@10': '0.0255', 'HIT@20': '0.0531', 'NDCG@20': '0.0289'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0098', 'NDCG@5': '0.0077', 'HIT@10': '0.0144', 'NDCG@10': '0.0092', 'HIT@20': '0.0198', 'NDCG@20': '0.0105'}
Model 2 (Mamba4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0309', 'NDCG@5': '0.0231', 'HIT@10': '0.0430', 'NDCG@10': '0.0269', 'HIT@20': '0.0574', 'NDCG@20': '0.0306'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0314', 'NDCG@5': '0.0229', 'HIT@10': '0.0397', 'NDCG@10': '0.0255', 'HIT@20': '0.0531', 'NDCG@20': '0.0289'}
{'Epoch': 2, 'HIT@5': '0.0067', 'NDCG@5': '0.0056', 'HIT@10': '0.0093', 'NDCG@10': '0.0065', 'HIT@20': '0.0134', 'NDCG@20': '0.0075'}
{'Epoch': 2, 'HIT@5': '0.0268', 'NDCG@5': '0.0211', 'HIT@10': '0.0396', 'NDCG@10': '0.0254', 'HIT@20': '0.0479', 'NDCG@20': '0.0275'}
{'Epoch': 2, 'HIT@5': '0.0268', 'NDCG@5': '0.0200', 'HIT@10': '0.0324', 'NDCG@10': '0.0219', 'HIT@20': '0.0474', 'NDCG@20': '0.0257'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0067', 'NDCG@5': '0.0056', 'HIT@10': '0.0093', 'NDCG@10': '0.0065', 'HIT@20': '0.0134', 'NDCG@20': '0.0075'}
Model 2 (Mamba4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0268', 'NDCG@5': '0.0211', 'HIT@10': '0.0396', 'NDCG@10': '0.0254', 'HIT@20': '0.0479', 'NDCG@20': '0.0275'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0268', 'NDCG@5': '0.0200', 'HIT@10': '0.0324', 'NDCG@10': '0.0219', 'HIT@20': '0.0474', 'NDCG@20': '0.0257'}
{'epoch': 3, 'avg_loss': '9.7289', 'avg_bpr_loss': '9.7087', 'avg_kd_loss': '0.0203'}
{'Epoch': 3, 'HIT@5': '0.0283', 'NDCG@5': '0.0209', 'HIT@10': '0.0355', 'NDCG@10': '0.0232', 'HIT@20': '0.0451', 'NDCG@20': '0.0256'}
{'Epoch': 3, 'HIT@5': '0.0492', 'NDCG@5': '0.0368', 'HIT@10': '0.0621', 'NDCG@10': '0.0409', 'HIT@20': '0.0783', 'NDCG@20': '0.0450'}
{'Epoch': 3, 'HIT@5': '0.0520', 'NDCG@5': '0.0386', 'HIT@10': '0.0665', 'NDCG@10': '0.0434', 'HIT@20': '0.0827', 'NDCG@20': '0.0474'}
Model 1 (SASRec) Results: {'Epoch': 3, 'HIT@5': '0.0283', 'NDCG@5': '0.0209', 'HIT@10': '0.0355', 'NDCG@10': '0.0232', 'HIT@20': '0.0451', 'NDCG@20': '0.0256'}
